1207	Raccoon	Orc Leader	Blazing Desert was previously inhabited by the Orcs before they were kicked out.\nRaccoon earned respect by leading the displaced Orcs to Silent Mine.	[Easy] Silent Mine 2-10\n[Normal] Silent Mine 2-10\n[Hard] Silent Mine 2-10
1301	Ricky	Hyena	"Found in Blazing Desert, this carnivorous hyena likes to move in packs."	[Easy] Blazing Desert\n[Normal] Blazing Desert\n[Hard] Blazing Desert
1302	Rowl	Knoll Soldier	"A Knoll's usual weapons include halberds or bows. Usually found roaming Blazing Desert\nwith a pack of hyenas, Knolls love fights where they outnumber the enemy."	[Easy] Blazing Desert\n[Normal] Blazing Desert\n[Hard] Blazing Desert
1303	Raul	Knoll Archer	"A Knoll's usual weapons include halberds or bows. Usually found roaming Blazing Desert\nwith a pack of hyenas, Knolls love fights where they outnumber the enemy."	[Easy] Blazing Desert\n[Normal] Blazing Desert\n[Hard] Blazing Desert
1304	Yuri	Three-Tailed Fox	"Born 100 years ago, this fox learned how to disguise herself as a lady.\nAlthough she may seem disinterested, she is a curious fox."	"[Easy] Blazing Desert 3-5, 3-10\n[Normal] Blazing Desert 3-5, 3-10\n[Hard] Blazing Desert 3-5, 3-10"
1305	Cooper	Armadillo	"Cooper is a carapace monster found in the eastern part of Blazing Desert.\nArmadillo means ""Tiny Animal That Wears Armor"" in Spanish."	[Easy] Blazing Desert 3-6 ~ 3-10\n[Normal] Blazing Desert 3-6 ~ 3-10\n[Hard] Blazing Desert 3-6 ~ 3-10
1306	Reaper	Scorpion	"Reaper is a scorpion found in the eastern part of Blazing Desert.\nBecause he is not fully grown, his poison isn't too much of a threat."	[Easy] Blazing Desert 3-6 ~ 3-10\n[Normal] Blazing Desert 3-6 ~ 3-10\n[Hard] Blazing Desert 3-6 ~ 3-10
1307	Leo	Beast	"Leo the Beast possesses the soul of a hunter. After deciding he would rule a region,\nhe began to hunt prey viciously in Black Desert."	[Easy] Blazing Desert 3-10\n[Normal] Blazing Desert 3-10\n[Hard] Blazing Desert 3-10
1401	Charles	Zombie	"Charles was a famous dancer before he wandered into Dark Grave and was bitten by Zombie Derik.\nHe may be a zombie now, but his body still remembers how to dance!"	[Easy] Dark Grave\n[Normal] Dark Grave\n[Hard] Dark Grave
1402	Skull	Soldier	"Originally a defender of Dark Grave, he lost his life on the field. Although Lich Bane revived him,\nSkull does not realize he is dead and continues to guard Dark Grave."	[Easy] Dark Grave\n[Normal] Dark Grave\n[Hard] Dark Grave
1403	Skud	Archer	"Originally a defender of Dark Grave, he lost his life on the field. Although Lich Bane revived him,\nSkull does not realize he is dead and continues to guard Dark Grave."	[Easy] Dark Grave\n[Normal] Dark Grave\n[Hard] Dark Grave
1404	Derik	Ghoul	"Derik may have started out as a zombie, but because he bit so many victims\nin Dark Grave, he transformed into a ghoul."	"[Easy] Dark Grave 4-5, 4-10\n[Normal] Dark Grave 4-5, 4-10\n[Hard] Dark Grave 4-5, 4-10"
1405	Ellin	Dark Elf	Sisters Ellin and Ellen are members of the Shadow Clan. Ellin hones her skills in Dark Grave where she assassinates wandering monsters.	[Easy] Dark Grave 4-6 ~ 4-10\n[Normal] Dark Grave 4-6 ~ 4-10\n[Hard] Dark Grave 4-6 ~ 4-10
1406	Ellen	Dark Elf	"Ellin's older sister. As the ace of the Shadow Clan, she's well versed in the art of archery.\nShe hones her assassination skills alongside her sister in Dark Grave."	[Easy] Dark Grave 4-6 ~ 4-10\n[Normal] Dark Grave 4-6 ~ 4-10\n[Hard] Dark Grave 4-6 ~ 4-10
1407	Bane	Lich	Bane's obssession with the power of death as a human granted him the blessing of the Undead.\nHe now rules over Dark Grave as a Lich.	[Easy] Dark Grave 4-10\n[Normal] Dark Grave 4-10\n[Hard] Dark Grave 4-10
1501	Jak	Lizardman	"Found in the southern part of Dragon Ruins, this violent lizard monster loves the taste of human meat\nand will often devour adventurers passing by."	[Easy] Dragon Ruins\n[Normal] Dragon Ruins\n[Hard] Dragon Ruins
1502	Toto	Troll Lanceman	"The famous twin bounty hunters, Toto and Loto, are getting ready to hunt the Lizardmen living in Dragon Ruins."	[Easy] Dragon Ruins\n[Normal] Dragon Ruins\n[Hard] Dragon Ruins
1503	Loto	Troll Axeman	Loto is a famous bounty hunter who wields dual axes. He is in Dragon Ruins to hunt lizard monsters.	[Easy] Dragon Ruins\n[Normal] Dragon Ruins\n[Hard] Dragon Ruins
1504	Jas	Lizardman	"Peculiar for a Lizardman, Jas seems more interested in the hidden art of Lightning magic than hunting humans."	"[Easy] Dragon Ruins 5-5, 5-10\n[Normal] Dragon Ruins 5-5, 5-10\n[Hard] Dragon Ruins 5-5, 5-10"
1505	Howl	Shaman	Found in the eastern part of Dragon Ruins. He is a highly intelligent shaman\nwho possesses knowledge of the Dark Arts.	[Easy] Dragon Ruins 5-6 ~ 5-10\n[Normal] Dragon Ruins 5-6 ~ 5-10\n[Hard] Dragon Ruins 5-6 ~ 5-10
1506	Bella	Lamia	"This half-human, half-snake lady lives in Dragon Ruins. Don't be fooled by her beauty though,\nshe will surprise you with great magic powers."	[Easy] Dragon Ruins 5-6 ~ 5-10\n[Normal] Dragon Ruins 5-6 ~ 5-10\n[Hard] Dragon Ruins 5-6 ~ 5-10
1507	Cleo	Medusa	"Cleo used to be a beautiful woman who used to reside in Dragon Ruins.\nHowever, Athena cursed her into a hideous monster for reasons unknown."	[Easy] Dragon Ruins 5-10\n[Normal] Dragon Ruins 5-10\n[Hard] Dragon Ruins 5-10
1601	Frose	Ice Lanceman	"Born in Frozen Land, this fairy protects the entrance of his homeland under Lania's instructions."	[Easy] Frozen Land\n[Normal] Frozen Land\n[Hard] Frozen Land
1602	Fruna	Ice Archer	"With proficient ice archery skills, this spirit protects the entrance of his homeland under Lania's instructions."	[Easy] Frozen Land\n[Normal] Frozen Land\n[Hard] Frozen Land
1603	Wendy	Snow Monster	Wendy is an ancient arctic monster of Frozen Land. He can magically manipulate thunder and wind.	[Easy] Frozen Land\n[Normal] Frozen Land\n[Hard] Frozen Land
1604	Kai	Snow Beast	Kai lives west of Frozen Land. He is a natural enemy of the Beast Hunter.	"[Easy] Frozen Land 6-5, 6-10\n[Normal] Frozen Land 6-5, 6-10\n[Hard] Frozen Land 6-5, 6-10"
1605	Archon	Ice Golem	Lania the Ice Queen created Archon the Ice Golem by transfusing magical power into a piece of ice.	[Easy] Frozen Land 6-6 ~ 6-10\n[Normal] Frozen Land 6-6 ~ 6-10\n[Hard] Frozen Land 6-6 ~ 6-10
1606	Guppy	Snowman Tamer	No one really knows why the Yeti rescued Guppy from being eaten alive by the beasts.\nGuppy doesn’t seem to realize how dangerous the Snowman is and spends all his time with him.	[Easy] Frozen Land 6-6 ~ 6-10\n[Normal] Frozen Land 6-6 ~ 6-10\n[Hard] Frozen Land 6-6 ~ 6-10
1607	Lania	Ice Queen	The Ice Queen's reign has lasted for many a year. It is said she does not age because of her magic ice powers.	[Easy] Frozen Land 6-10\n[Normal] Frozen Land 6-10\n[Hard] Frozen Land 6-10
1701	Happy	Dark Fairy	"Happy was born as a Dark Fairy, capable of using magic at a young age.\nScaring people with her magic is her favorite hobby."	[Easy] Revenger's Hell\n[Normal] Revenger's Hell\n[Hard] Revenger's Hell
1702	Baron	Gargoyle	"It is every Gargoyle's dream to become Gatekeeper of the Underworld.\nAfter being seduced by Sarah, Baron now protects the Succubi."	[Easy] Revenger's Hell\n[Normal] Revenger's Hell\n[Hard] Revenger's Hell
1703	Aaron	Warrior	Aaron is a foolish swordsman whose lust for power ultimately led him to the Underworld.	[Easy] Revenger's Hell\n[Normal] Revenger's Hell\n[Hard] Revenger's Hell
1704	Alli	Minotaur	"Once a powerful beast that supported the Lord of the Underworld,\nAlli was banished when he failed to listen to his master's orders."	"[Easy] Revenger's Hell 7-5, 7-10\n[Normal] Revenger's Hell 7-5, 7-10\n[Hard] Revenger's Hell 7-5, 7-10"
1705	Clops	One-eyed	"Clops may look slow and dumb, but he possesses great strength.\nHe is found in the southern part of Revenger's Hell."	[Easy] Revenger's Hell 7-6 ~ 7-10\n[Normal] Revenger's Hell 7-6 ~ 7-10\n[Hard] Revenger's Hell 7-6 ~ 7-10
1706	Sarah	Succubus	Succubi are high class demonesses who seduce adventurers and heroes\nto turn them into slaves or steal their life force.	[Easy] Revenger's Hell 7-6 ~ 7-10\n[Normal] Revenger's Hell 7-6 ~ 7-10\n[Hard] Revenger's Hell 7-6 ~ 7-10
1707	Knox	Hell Knight	"Before serving as a Hell Knight, Knox was originally an honorable commander\nin Terra, famous for his swordsmanship."	[Easy] Revenger's Hell 7-10\n[Normal] Revenger's Hell 7-10\n[Hard] Revenger's Hell 7-10
2101	Pooki	Tough	"Pooki trained hard so he wouldn’t get beaten by the despised Goblins, but it seems like he needs more training."	[Normal] Mystic Woods\n[Hard] Mystic Woods
2102	Ahri	Flower Bud	Baby Sprout Ari matured into a budding flower. She gets more prickly as she blossoms.	[Normal] Mystic Woods\n[Hard] Mystic Woods
2103	Popo	Copper Slime	Popo's body slime changed to a copper color. Its elasticity and strength has increased.	[Normal] Mystic Woods\n[Hard] Mystic Woods
2104	Pepe	Silver King	"After his succession to the throne, Pepe grew into his role as king.\nThe intruding Goblins are his main concern as he hates confrontation."	"[Normal] Mystic Woods 1-5, 1-10\n[Hard] Mystic Woods 1-5, 1-10"
2105	Pon	Stubborn	Pon has equipped himself with various items he collected all over Terra.\nHe is stubborn and not afraid of anything.	[Normal] Mystic Woods 1-6 ~ 1-10\n[Hard] Mystic Woods 1-6 ~ 1-10
2106	Beskin	Goblin Archer	Beskin is a Goblin Archer who grabbed his bow to raid the Mushrooms and the Slimes living in Mystic Woods.	[Normal] Mystic Woods 1-6 ~ 1-10\n[Hard] Mystic Woods 1-6 ~ 1-10
2107	Hokin	Tribe Chief	Hokin inherited his title from his father. He leads his army of Goblins and continues\nto strengthen them as he raids Mystic Woods.	[Normal] Mystic Woods 1-10\n[Hard] Mystic Woods 1-10
2201	Cellops	Dangerous	The giant spider Cellops evolved to acquire a lethal venomous sting and a sharp front pincer by enduring many battles.	[Normal] Silent Mine\n[Hard] Silent Mine
2202	Syllops	Lethal	Syllops developed its deadly venom by hunting the wandering heroes in the mine.	[Normal] Silent Mine\n[Hard] Silent Mine
2203	Nami	Armed Miner	"While Nami was secretly mining rubies, she learned that there are many other dangerous beings in the mine.\n She armored up to protect herself."	[Normal] Silent Mine\n[Hard] Silent Mine
2204	Smoky	Mine Scout	"After Smoky's contract as a hired solder ended, he re-enlisted as a guard protecting the deepest parts of Silent Mine."	"[Normal] Silent Mine 2-5, 2-10\n[Hard] Silent Mine 2-5, 2-10"
2205	Babel	Deadly Bat	"Using his sharp teeth, Babel feeds on the lost adventurers in Silent Mine."	[Normal] Silent Mine 2-6 ~ 2-10\n[Hard] Silent Mine 2-6 ~ 2-10
2206	Cocoon	Orc Fighter	This title is bestowed upon the Orc who takes the lead during Orc raids in Silent Mine.	[Normal] Silent Mine 2-6 ~ 2-10\n[Hard] Silent Mine 2-6 ~ 2-10
2207	Raccoon	Mine Owner	"As the newly relocated Orcs took over Silent Mine, Racoon became the head of the Orcs and the mine."	[Normal] Silent Mine 2-10\n[Hard] Silent Mine 2-10
2301	Ricky	Starving Hound	Ricky grew violent and irrational because he was deprived of meat for a long time. He prefers to travel alone.	[Normal] Blazing Desert\n[Hard] Blazing Desert
2302	Rowl	Knoll Warrior	"Rowl became a Knoll warrior by surviving the rough battles he encountered while wandering\naround Blazing Desert. With his better equipment, he leads the soldiers in battle."	[Normal] Blazing Desert\n[Hard] Blazing Desert
2303	Raul	Knoll Sniper	"Through experience, Raul became a one-shot, one-kill archer, a Knoll Sniper.\nSnipers act as the ultimate weapon, shooting enemies down from the backline."	[Normal] Blazing Desert\n[Hard] Blazing Desert
2304	Yuri	Charming	The extended exposure to the desert has altered this 500-year old fox's coat color.\nShe possesses relatively great powers and abilities.	"[Normal] Blazing Desert 3-5, 3-10\n[Hard] Blazing Desert 3-5, 3-10"
2305	Cooper	Armed Armadillo	His spiked metallic carapace aids in his survival. He compromised speed for defense.	[Normal] Blazing Desert 3-6 ~ 3-10\n[Hard] Blazing Desert 3-6 ~ 3-10
2306	Reaper	Stinger	Reaper's venom grows stronger as he hunts the lost travelers in the dark desert.	[Normal] Blazing Desert 3-6 ~ 3-10\n[Hard] Blazing Desert 3-6 ~ 3-10
2307	Leo	Predator	He is a cold-blooded vicious predator who got his name from his constant devouring.	[Normal] Blazing Desert 3-10\n[Hard] Blazing Desert 3-10
2401	Charles	Resurrected Zombie	"Zombie Charles thought he would starve to death. However, he discovered his immortality and now is searching for sustanance to regain his strength."	[Normal] Dark Grave\n[Hard] Dark Grave
2402	Skull	Warrior	His exceptional swordsmanship earned him the title of Warrior with better weapons and armor.	[Normal] Dark Grave\n[Hard] Dark Grave
2403	Skud	Sniper	Lich Bane noticed Skull's sharp archery skills in his past life and provided him with better weapons\nto shoot enemies from the backline.	[Normal] Dark Grave\n[Hard] Dark Grave
2404	Derik	Fearful Ghoul	The most powerful in Dark Grave. He is feared by all.	"[Normal] Dark Grave 4-5, 4-10\n[Hard] Dark Grave 4-5, 4-10"
2405	Ellin	Agile Dark Elf	Her agility is the result of many hours of training in Dark Grave alongside her sister Dark Elf Ellen.	[Normal] Dark Grave 4-6 ~ 4-10\n[Hard] Dark Grave 4-6 ~ 4-10
2406	Ellen	Nimble Dark Elf	Ellen's agility allows her to dodge and shoot arrows at the same time.\nShe gained her nimble speed through training with her little sister Dark Elf Ellin.	[Normal] Dark Grave 4-6 ~ 4-10\n[Hard] Dark Grave 4-6 ~ 4-10
2407	Bane	Magical Lich	"After Bane the Undead Mage became a Lich, he continued to study and increase his power."	[Normal] Dark Grave 4-10\n[Hard] Dark Grave 4-10
2501	Jak	Human Hunter	Jak grew by devouring countless humans in Dragon Ruins. He earned his nickname\nbecause no one could match his human hunting skills.	[Normal] Dragon Ruins\n[Hard] Dragon Ruins
2502	Toto	Violent Lanceman	"Toto is in a furious state after his lizard monster hunt failed.\nHis body turned red, an indication of an increase in strength."	[Normal] Dragon Ruins\n[Hard] Dragon Ruins
2503	Loto	Violent Axeman	"After the failed hunt, Loto has been sharpening his axe.\nNow Loto and Toto are on the hunt for lizard monsters again."	[Normal] Dragon Ruins\n[Hard] Dragon Ruins
2504	Jas	Sorcerer	He mastered his Lightning magic skills by constantly practicing. Jas is the only magician among the Lizardmen.	"[Normal] Dragon Ruins 5-5, 5-10\n[Hard] Dragon Ruins 5-5, 5-10"
2505	Howl	Magic Shaman	"Howl obtained his powers by studying forbidden magic, but he doesn’t realize that he's slowly losing himself in the process."	[Normal] Dragon Ruins 5-6 ~ 5-10\n[Hard] Dragon Ruins 5-6 ~ 5-10
2506	Bella	Fearful Lamia	She consumes the blood of the heroes she comes across in Dragon Ruins.\nShe particularly enjoys the blood of males.	[Normal] Dragon Ruins 5-6 ~ 5-10\n[Hard] Dragon Ruins 5-6 ~ 5-10
2507	Cleo	Furious Medusa	Cleo lived in hiding deep inside Dragon Ruins after turning into a hideous monster.\nShe became furious because people keep trying to steal her power of turning others into stone.	[Normal] Dragon Ruins 5-10\n[Hard] Dragon Ruins 5-10
2601	Frose	Ice Guardian	Frose and Fruna earned the title of Ice Guardian from their long-standing history of guarding Frozen Land.	[Normal] Frozen Land\n[Hard] Frozen Land
2602	Fruna	Ice Guardian	Fruna and Frose earned the title of Ice Guardian from their long-standing history of guarding Frozen Land.	[Normal] Frozen Land\n[Hard] Frozen Land
2603	Wendy	Violent Yeti	"Whenever thunder and wind ravage Frozen Land, it means Wendy is livid."	[Normal] Frozen Land\n[Hard] Frozen Land
2604	Kai	Ice Canine	Kai's fangs grew sharp by hunting Beast Hunters. His fangs freeze the target area on contact.	"[Normal] Frozen Land 6-5, 6-10\n[Hard] Frozen Land 6-5, 6-10"
2605	Archon	Ice Jaeger	"Ice Jaeger Archon protects Frozen Land, killing countless invaders."	[Normal] Frozen Land 6-6 ~ 6-10\n[Hard] Frozen Land 6-6 ~ 6-10
2606	Guppy	Snowbeast Tamer	"Once they reach a certain size, Yetis gain great power.\nHowever, it isn't certain whether Guppy realizes his friend's incredible strength."	[Normal] Frozen Land 6-6 ~ 6-10\n[Hard] Frozen Land 6-6 ~ 6-10
2607	Lania	Blizzard Queen	"When Lich Bane's Fearful Ghoul Derick terrorized the Ice Canyon,\nshe instantly summoned a blizzard to seal away the ghoul, earning her nickname."	[Normal] Frozen Land 6-10\n[Hard] Frozen Land 6-10
2701	Happy	Terrorizing	Happy didn’t just stop with startling humans. Now she controls their minds to play with them.	[Normal] Revenger's Hell\n[Hard] Revenger's Hell
2702	Baron	Underworld	"After returning to his senses, Baron is training hard to become the Gatekeeper of the Underworld."	[Normal] Revenger's Hell\n[Hard] Revenger's Hell
2703	Aaron	Gladiator	Aaron became a master swordsman by battling demons of the Underground. His thirst for power is also growing.	[Normal] Revenger's Hell\n[Hard] Revenger's Hell
2704	Alli	Minotaur King	"Furious at his exiled state, Minotaur Alli is biding time by hunting lower level demons to increase his power."	"[Normal] Revenger's Hell 7-5, 7-10\n[Hard] Revenger's Hell 7-5, 7-10"
2705	Clops	One-eyed Goblin	They say Clops got a bit smarter since he's now dressing up like a goblin to scare enemies.	[Normal] Revenger's Hell 7-6 ~ 7-10\n[Hard] Revenger's Hell 7-6 ~ 7-10
2706	Sarah	Alluring	"Sarah has mastered the art of seduction, thanks to years of experience stealing life forces."	[Normal] Revenger's Hell 7-6 ~ 7-10\n[Hard] Revenger's Hell 7-6 ~ 7-10
2707	Knox	Hell Commander	Knox remembered his past and was reborn as a demon. He was given the role of Commander of the Underworld.	[Normal] Revenger's Hell 7-10\n[Hard] Revenger's Hell 7-10
3101	Pooki	Enchanted	Pooki earned special powers by consuming the magic fruit of the Mothertree.\nCan the newly improved Pooki hold up against the Goblins?	[Hard] Mystic Woods
3102	Ahri	Red Petal	A fully blossomed Ahri is rare in Mystic Woods. She is willing to defend her flowers against all who try to pluck them.	[Hard] Mystic Woods
3103	Popo	Magic Slime	Popo is not aware he turned blue after he ate fruit from the Mothertree.\nThe Mothertree is the largest tree in Mystic Woods.	[Hard] Mystic Woods
3104	Pepe	Gold King	"Pepe turned gold, thanks to his resolve to protect Forest Verde.\nThe recent invasion of the Goblins has made him anxious."	"[Hard] Mystic Woods 1-5, 1-10"
3105	Pon	Adventurer	"After a bit of maturing, Pon has decided to go on an adventure.\nHe calls himself an adventurer but hasn’t taken off anywhere yet."	[Hard] Mystic Woods 1-6 ~ 1-10
3106	Beskin	Elite Archer	Beskin's significant contribution to the plunder of Mystic Woods has earned him the title of Elite Goblin from the Goblin Chief.	[Hard] Mystic Woods 1-6 ~ 1-10
3107	Hokin	Goblin Chief	Hokin's significant contribution to expanding the Goblin forces has earned him the legendary title of Goblin Chief.	[Hard] Mystic Woods 1-10
3201	Cellops	Venom King	"His evolution complete, Cellops the Venom King is the only contender in a territorial dispute with Babel."	[Hard] Silent Mine
3202	Syllops	Tarantula	"His evolution complete, Syllops the Tarantula strikes fear into the Orcs in Silent Mine as the king of spiders."	[Hard] Silent Mine
3203	Nami	Steel Armor	"Nami bought equipment made of steel with the rubies she secretly mined.\nShe got some suspicious looks from the Orcs, but she grew stronger nonetheless."	[Hard] Silent Mine
3204	Smoky	Patrol Warden	"While patrolling the deepest parts of Silent Mine, Smoky succeeded in hunting tarantulas.\nRecognizing his skills, Raccoon promoted him to Patrol Warden."	"[Hard] Silent Mine 2-5, 2-10"
3205	Babel	Terrifyingly Bad	Babel turned blue after killing mages and stealing their magic.\nThey say Babel resembles a ghost in the darkest part of the mine.	[Hard] Silent Mine 2-6 ~ 2-10
3206	Cocoon	Commando	Cocoon made the biggest contribution during the Orcs' Silent Mine invasion.\nHe directs the two-man Kobold mercenary team and the Orc soldiers.	[Hard] Silent Mine 2-6 ~ 2-10
3207	Raccoon	Mine Ruler	Raccoon is the owner and the ruler of Silent Mine. He directs the two-man Kobold mercenary team and the Orc soldiers.	[Hard] Silent Mine 2-10
3301	Ricky	Wild Fang	"Ricky was a starving hound before the Empress of Fodina took him in. Strangely, he obtained unknown powers."	[Hard] Blazing Desert
3302	Rowl	Knoll General	"Equipped with the various spoils he gathered from Blazing Desert,\nRowl exudes power that no Knoll can match."	[Hard] Blazing Desert
3303	Raul	Knoll Commander	"Recognized for his speed and archery skills, he leads the group of Knolls who also wield bows.\nKnoll archers and snipers call Raul their commander."	[Hard] Blazing Desert
3304	Yuri	Twilight Fox	"As the years passed, her body and orb changed color. Her powers commensurated with her years of experience."	"[Hard] Blazing Desert 3-5, 3-10"
3305	Cooper	Armadillo King	Cooper rescued a group of Armadillos being chased by Catastrophic Reaper\nby blocking him with his armor. Now they follow him everywhere.	[Hard] Blazing Desert 3-6 ~ 3-10
3306	Reaper	Catastrophic	"Reaper was nicknamed the ""Catastrophic Reaper"" because once you see him, you won't escape alive."	[Hard] Blazing Desert 3-6 ~ 3-10
3307	Leo	Beast Ruler	Leo finally succeeded in taking over Blazing Desert to become its ultimate ruler.\nHeroes residing in Blazing Desert obey his commands and acknowledge him as ruler.	[Hard] Blazing Desert 3-10
3401	Charles	Immortal	"Lich Bane infused magic into zombie Charles and took him in as a soldier.\nAlthough he gained power, he became an Undead."	[Hard] Dark Grave
3402	Skull	General	Lich Bane formed an army of the Undead to invade other territories.\nSkull received his magical powers from Lich Bane to command the Undead as a general.	[Hard] Dark Grave
3403	Skud	Commander	Lich Bane infused magic into Skud while training his army of the Undead.\nSkud was appointed as Commander of the archers and the snipers.	[Hard] Dark Grave
3404	Derik	Super Ghoul	"While wandering inside Dark Grave, Derik found a blue gemstone.\nWithout thought, he ate the gem and transformed into a ghoul."	"[Hard] Dark Grave 4-5, 4-10"
3405	Ellin	Assassin	The two Dark Elf sisters handle the hardest assassination assignments.	[Hard] Dark Grave 4-6 ~ 4-10
3406	Ellen	Hunter	The two Dark Elf sisters handle the hardest assassination assignments.	[Hard] Dark Grave 4-6 ~ 4-10
3407	Bane	Nightmarish	"Relentlessly craving the power of the dead, Lich Bane wrote the Grimoire of the Dead.\nIt is said that writing a name in the grimoire could turn the person into an Undead."	[Hard] Dark Grave 4-10
3501	Jak	Lizardman King	"Lizardmen started operating in groups once the attacks from the bounty hunters began.\nJak, the strongest of them all, became the leader of the Lizardmen."	[Hard] Dragon Ruins
3502	Toto	Troll Chaser	"Toto is a veteran bounty hunter who has never failed to get his target.\nFamous for hunting lizard monsters, he's now on a mission to capture the Pirate King."	[Hard] Dragon Ruins
3503	Loto	Troll Chaser	Loto succeeded in tracking down the lizard monster and has earned the title of Chaser.\nApparently his next target is the Pirate King…	[Hard] Dragon Ruins
3504	Jas	Lizardman Elder	"Lizardmen started operating in groups once the attacks from the bounty hunters began.\nJas, the only one who knows how to use powerful Lightning magic, became an Elder."	"[Hard] Dragon Ruins 5-5, 5-10"
3505	Howl	Insane Shaman	"Howl's continued use of forbidden magic has rendered him insane.\nWith his insanity, he gained incredible magic power."	[Hard] Dragon Ruins 5-6 ~ 5-10
3506	Bella	Lamia Queen	Bella grew stronger by consuming a countless amount of blood.\nShe rose to become the Queen of Lamia.	[Hard] Dragon Ruins 5-6 ~ 5-10
3507	Cleo	Petrifying	"Living deep within Dragon Ruins, Medusa Cleo got her nickname ""Petrifying Cleo""\nby turning people into stone if they crossed her."	[Hard] Dragon Ruins 5-10
3601	Frose	Arctic Spear	"Elite guardians Frose and Fruna received Lania's blessing. He guards her under the title of ""Arctic Spear."""	[Hard] Frozen Land
3602	Fruna	Arctic Arrow	"Elite guardians Frose and Fruna received Lania's blessing. He guards her under the title of ""Arctic Arrow."""	[Hard] Frozen Land
3603	Wendy	Legendary Yeti	"Chosen by the thunder and wind, Wendy grew stronger as time passed.\nWendy is a legendary beast who has no equal in Frozen Land."	[Hard] Frozen Land
3604	Kai	Saber Tiger	Kai the Saber Tiger was recognized for his experience in fighting various beasts and hunters\nand became the leader of the beasts.	"[Hard] Frozen Land 6-5, 6-10"
3605	Archon	Cold-hearted	"Archon grows stronger as his heart grows colder.\nAs a reward for his hard work, the Ice Queen gifted him with a frozen heart."	[Hard] Frozen Land 6-6 ~ 6-10
3606	Guppy	Snowbeast Master	Guppy and the Yeti spent many days growing their friendship.\nThey wander around Frozen Land with their combined powers.	[Hard] Frozen Land 6-6 ~ 6-10
3607	Lania	Glacial Ruler	"Lania became the true ruler of Frozen Land by protecting Frozen Land and the Ice Canyon for many, many years."	[Hard] Frozen Land 6-10
3701	Happy	Supervillain	"Happy became a true supervillian, complete with her new outfit. ""Let's play together! It'll be fun! Hehe!"""	[Hard] Revenger's Hell
3702	Baron	Gatekeeper	"The Lord of the Underworld bestowed unto him demonic powers and the ability to never get tired.\nHe now guards the Underworld, night and day, day and night."	[Hard] Revenger's Hell
