30	Bounce	[#ffc24a]Bounce[#] [#ff6826](Cooldown : 48 Sec)[#]\nAttack an enemy with 180% Magic Attack.
31	More Jelly	[#ffc24a]More Jelly[#] [#ff6826](Cooldown : 58 Sec)[#]\nHeal self with 140% Magic Attack.
32	More Jelly	[#ffc24a]More Jelly[#] [#ff6826](Cooldown : 58 Sec)[#]\nHeal self with 150% Magic Attack.
33	More Jelly	[#ffc24a]More Jelly[#] [#ff6826](Cooldown : 58 Sec)[#]\nHeal self with 160% Magic Attack.
36	Cell Division	[#ffc24a]Cell Division[#] [#ff6826](Unique Passive Effect)[#]\nRevive once with 25% HP.
37	Spinning Strike	[#ffc24a]Spinning Strike[#] [#ff6826](Cooldown : 44 Sec)[#]\nAttack an enemy with 150% Physical Attack.
38	Spinning Strike	[#ffc24a]Spinning Strike[#] [#ff6826](Cooldown : 44 Sec)[#]\nAttack an enemy with 160% Physical Attack.
39	Spinning Strike	[#ffc24a]Spinning Strike[#] [#ff6826](Cooldown : 44 Sec)[#]\nAttack an enemy with 170% Physical Attack.
40	Stubborn Will	[#ffc24a]Stubborn Will[#] [#ff6826](Cooldown : 54 sec)[#]\nIncrease Critical Rate by 50% for 2 turns.
41	Stubborn Will	[#ffc24a]Stubborn Will[#] [#ff6826](Cooldown : 54 sec)[#]\nIncrease Critical Rate by 55% for 2 turns.
42	Stubborn Will	[#ffc24a]Stubborn Will[#] [#ff6826](Cooldown : 54 sec)[#]\nIncrease Critical Rate by 60% for 2 turns.
46	Rapid Fire	[#ffc24a]Rapid Fire[#] [#ff6826](Cooldown : 46 Sec)[#]\nAttack an enemy with 150% Physical Attack.
47	Rapid Fire	[#ffc24a]Rapid Fire[#] [#ff6826](Cooldown : 46 Sec)[#]\nAttack an enemy with 160% Physical Attack.
48	Rapid Fire	[#ffc24a]Rapid Fire[#] [#ff6826](Cooldown : 46 Sec)[#]\nAttack an enemy with 170% Physical Attack.
49	Critical Hit	[#ffc24a]Critical Hit[#] [#ff6826](Cooldown : 56 Sec)[#]\nAttack an enemy with 80% Physical Attack.\nCritical Hit is guaranteed.
50	Critical Hit	[#ffc24a]Critical Hit[#] [#ff6826](Cooldown : 56 Sec)[#]\nAttack an enemy with 90% Physical Attack.\nCritical Hit is guaranteed.
51	Critical Hit	[#ffc24a]Critical Hit[#] [#ff6826](Cooldown : 56 Sec)[#]\nAttack an enemy with 100% Physical Attack.\nCritical Hit is guaranteed.
55	Weapon Throw	[#ffc24a]Weapon Throw[#] [#ff6826](Cooldown : 48 Sec)[#]\nAttack an enemy with 160% Physical Attack.
56	Weapon Throw	[#ffc24a]Weapon Throw[#] [#ff6826](Cooldown : 48 Sec)[#]\nAttack an enemy with 170% Physical Attack.
57	Weapon Throw	[#ffc24a]Weapon Throw[#] [#ff6826](Cooldown : 48 Sec)[#]\nAttack an enemy with 180% Physical Attack.
58	Swift Rider	[#ffc24a]Swift Rider[#] [#ff6826](Cooldown : 80 Sec)[#]\nBecome Immune to Physical Damage for 1 turn.
59	Swift Rider	[#ffc24a]Swift Rider[#] [#ff6826](Cooldown : 110 Sec)[#]\nBecome Immune to Physical Damage for 2 turns.
60	Swift Rider	[#ffc24a]Swift Rider[#] [#ff6826](Cooldown : 140 Sec)[#]\nBecome Immune to Physical Damage for 3 turns.
63	Rider's Spirit	[#ffc24a]Rider's Spirit[#] [#ff6826](Unique Passive Effect)[#]\nIncrease Physical Attack by 30% when HP is below 50%.
64	Spidery Hit	[#ffc24a]Spidery Hit[#] [#ff6826](Cooldown : 44 Sec)[#]\nAttack an enemy with 150% Physical Attack.
65	Spidery Hit	[#ffc24a]Spidery Hit[#] [#ff6826](Cooldown : 44 Sec)[#]\nAttack an enemy with 160% Physical Attack.
66	Spidery Hit	[#ffc24a]Spidery Hit[#] [#ff6826](Cooldown : 44 Sec)[#]\nAttack an enemy with 170% Physical Attack.
67	Saliva	[#ffc24a]Saliva[#] [#ff6826](Cooldown : 54 Sec)[#]\nAttack an enemy with 60% Physical Attack.\nDecrease the target's Damage by 50% at a certain rate for 2 turns.
68	Saliva	[#ffc24a]Saliva[#] [#ff6826](Cooldown : 54 Sec)[#]\nAttack an enemy with 70% Physical Attack.\nDecrease the target's Damage by 55% at a certain rate for 2 turns.
69	Saliva	[#ffc24a]Saliva[#] [#ff6826](Cooldown : 54 Sec)[#]\nAttack an enemy with 80% Physical Attack.\nDecrease the target's Damage by 60% at a certain rate for 2 turns.
73	Poisonous Spidery Hit	[#ffc24a]Poisonous Spidery Hit[#] [#ff6826](Cooldown : 54 Sec)[#]\nAttack an enemy with 60% Physical Attack.\nPoison one target or more with 50% Attack at a certain rate for 2 turns.
74	Poisonous Spidery Hit	[#ffc24a]Poisonous Spidery Hit[#] [#ff6826](Cooldown : 54 Sec)[#]\nAttack an enemy with 65% Physical Attack.\nPoison one target or more with 55% Attack at a certain rate for 2 turns.
75	Poisonous Spidery Hit	[#ffc24a]Poisonous Spidery Hit[#] [#ff6826](Cooldown : 54 Sec)[#]\nAttack an enemy with 70% Physical Attack.\nPoison one target or more with 60% Attack at a certain rate for 2 turns.
76	Poisonous Saliva	[#ffc24a]Poisonous Saliva[#] [#ff6826](Cooldown : 64 Sec)[#]\nAttack all enemies with 50% Physical Attack.\nPoison one target or more with 20% Physical Attack at a certain rate for 2 turns.
77	Poisonous Saliva	[#ffc24a]Poisonous Saliva[#] [#ff6826](Cooldown : 64 Sec)[#]\nAttack all enemies with 55% Physical Attack.\nPoison one target or more with 25% Attack at a certain rate for 2 turns.
78	Poisonous Saliva	[#ffc24a]Poisonous Saliva[#] [#ff6826](Cooldown : 64 Sec)[#]\nAttack all enemies with 60% Physical Attack.\nPoison one target or more with 30% Attack at a certain rate for 2 turns.
82	Pow Pow	[#ffc24a]Pow Pow[#] [#ff6826](Cooldown : 46 Sec)[#]\nAttack an enemy with 150% Physical Attack.
83	Pow Pow	[#ffc24a]Pow Pow[#] [#ff6826](Cooldown : 46 Sec)[#]\nAttack an enemy with 160% Physical Attack.
84	Pow Pow	[#ffc24a]Pow Pow[#] [#ff6826](Cooldown : 46 Sec)[#]\nAttack an enemy with 170% Physical Attack.
85	Om Nom Nom	[#ffc24a]Om Nom Nom[#] [#ff6826](Cooldown : 56 Sec)[#]\nRecover HP by 40%.
86	Om Nom Nom	[#ffc24a]Om Nom Nom[#] [#ff6826](Cooldown : 56 Sec)[#]\nRecover HP by 45%.
87	Om Nom Nom	[#ffc24a]Om Nom Nom[#] [#ff6826](Cooldown : 56 Sec)[#]\nRecover HP by 50%.
91	Blind Arrow	[#ffc24a]Blind Arrow[#] [#ff6826](Cooldown : 56 Sec)[#]\nAttack an enemy with 130% Physical Attack.\nBlind the target at a certain rate for 2 turns.
92	Blind Arrow	[#ffc24a]Blind Arrow[#] [#ff6826](Cooldown : 56 Sec)[#]\nAttack an enemy with 140% Physical Attack.\nBlind the target at a certain rate for 2 turns.
93	Blind Arrow	[#ffc24a]Blind Arrow[#] [#ff6826](Cooldown : 56 Sec)[#]\nAttack an enemy with 150% Physical Attack.\nBlind the target at a certain rate for 2 turns.
94	Poisonous Arrow	[#ffc24a]Poisonous Arrow[#] [#ff6826](Cooldown : 56 Sec)[#]\nAttack an enemy with 130% Physical Attack.\nPoison the enemy with 50% Attack at a certain rate for 2 turns.
95	Poisonous Arrow	[#ffc24a]Poisonous Arrow[#] [#ff6826](Cooldown : 56 Sec)[#]\nAttack an enemy with 140% Physical Attack.\nPoison the enemy with 55% Attack at a certain rate for 2 turns.
96	Poisonous Arrow	[#ffc24a]Poisonous Arrow[#] [#ff6826](Cooldown : 56 Sec)[#]\nAttack an enemy with 150% Physical Attack.\nPoison the enemy with 60% Attack at a certain rate for 2 turns.
100	Chomp	[#ffc24a]Chomp[#] [#ff6826](Cooldown : 56 Sec)[#]\nAttack an enemy with 130% Physical Attack.\nLife Steal 50% of the dealt Damage.
101	Chomp	[#ffc24a]Chomp[#] [#ff6826](Cooldown : 56 Sec)[#]\nAttack an enemy with 140% Physical Attack.\nLife Steal 60% of the dealt Damage.
102	Chomp	[#ffc24a]Chomp[#] [#ff6826](Cooldown : 56 Sec)[#]\nAttack an enemy with 150% Physical Attack.\nLife Steal 70% of the dealt Damage.
103	Sound Wave	[#ffc24a]Sound Wave[#] [#ff6826](Cooldown : 56 Sec)[#]\nAttack an enemy with 130% Physical Attack.\nSilence the target at a certain rate for 2 turns.
104	Sound Wave	[#ffc24a]Sound Wave[#] [#ff6826](Cooldown : 56 Sec)[#]\nAttack an enemy with 140% Physical Attack.\nSilence the target at a certain rate for 2 turns.
105	Sound Wave	[#ffc24a]Sound Wave[#] [#ff6826](Cooldown : 56 Sec)[#]\nAttack an enemy with 150% Physical Attack.\nSilence the target at a certain rate for 2 turns.
109	Brutal Strike	[#ffc24a]Brutal Strike[#] [#ff6826](Cooldown : 48 Sec)[#]\nAttack an enemy with 150% Physical Attack.
110	Brutal Strike	[#ffc24a]Brutal Strike[#] [#ff6826](Cooldown : 48 Sec)[#]\nAttack an enemy with 160% Physical Attack.
111	Brutal Strike	[#ffc24a]Brutal Strike[#] [#ff6826](Cooldown : 48 Sec)[#]\nAttack an enemy with 170% Physical Attack.
112	Orc's Spirit	[#ffc24a]Orc's Spirit[#] [#ff6826](Cooldown : 58 sec)[#]\nIncrease Critical Rate by 50% for 2 turns.
113	Orc's Spirit	[#ffc24a]Orc's Spirit[#] [#ff6826](Cooldown : 58 sec)[#]\nIncrease Critical Rate by 55% for 2 turns.
114	Orc's Spirit	[#ffc24a]Orc's Spirit[#] [#ff6826](Cooldown : 58 sec)[#]\nIncrease Critical Rate by 60% for 2 turns.
118	Iron Skin	[#ffc24a]Iron Skin[#] [#ff6826](Cooldown : 62 Sec)[#]\nIncrease Defense by 60% for 2 turns.
119	Iron Skin	[#ffc24a]Iron Skin[#] [#ff6826](Cooldown : 62 Sec)[#]\nIncrease Defense by 65% for 2 turns.
120	Iron Skin	[#ffc24a]Iron Skin[#] [#ff6826](Cooldown : 62 Sec)[#]\nIncrease Defense by 70% for 2 turns.
121	Orc King's Roar	[#ffc24a]Orc King's Roar[#] [#ff6826](Cooldown : 72 Sec)[#]\nTaunt all enemies and draw attention for 2 turns.
122	Orc King's Roar	[#ffc24a]Orc King's Roar[#] [#ff6826](Cooldown : 72 Sec)[#]\nTaunt all enemies and draw attention for 2 turns.
123	Orc King's Roar	[#ffc24a]Orc King's Roar[#] [#ff6826](Cooldown : 72 Sec)[#]\nTaunt all enemies and draw attention for 2 turns.
125	Orc's Iron Stand	[#ffc24a]Orc's Iron Stand[#] [#ff6826](Unique Passive Effect)[#]\nReduce all damage received by 35%.
126	Orc's Iron Stand	[#ffc24a]Orc's Iron Stand[#] [#ff6826](Unique Passive Effect)[#]\nReduce all damage received by 40%.
127	Ravage	[#ffc24a]Ravage[#] [#ff6826](Cooldown : 54 Sec)[#]\nAttack an enemy with 130% Physical Attack.\nBleed the target with 50% Physical Attack at a certain rate for 2 turns.
128	Ravage	[#ffc24a]Ravage[#] [#ff6826](Cooldown : 54 Sec)[#]\nAttack an enemy with 140% Physical Attack.\nBleed the target with 55% Physical Attack at a certain rate for 2 turns.
129	Ravage	[#ffc24a]Ravage[#] [#ff6826](Cooldown : 54 Sec)[#]\nAttack an enemy with 150% Physical Attack.\nBleed the target with 60% Physical Attack at a certain rate for 2 turns.
130	Hunter's Instinct	[#ffc24a]Hunter's Instinct[#] [#ff6826](Cooldown : 44 Sec)[#]\nIncrease Physical Attack by 50% for 2 turns.
131	Hunter's Instinct	[#ffc24a]Hunter's Instinct[#] [#ff6826](Cooldown : 44 Sec)[#]\nIncrease Physical Attack by 55% for 2 turns.
132	Hunter's Instinct	[#ffc24a]Hunter's Instinct[#] [#ff6826](Cooldown : 44 Sec)[#]\nIncrease Physical Attack by 60% for 2 turns.
136	Ground Strike	[#ffc24a]Ground Strike[#] [#ff6826](Cooldown : 46 Sec)[#]\nAttack an enemy with 150% Physical Attack.
137	Ground Strike	[#ffc24a]Ground Strike[#] [#ff6826](Cooldown : 46 Sec)[#]\nAttack an enemy with 160% Physical Attack.
138	Ground Strike	[#ffc24a]Ground Strike[#] [#ff6826](Cooldown : 46 Sec)[#]\nAttack an enemy with 170% Physical Attack.
139	Knoll's Vigor	[#ffc24a]Knoll's Vigor[#] [#ff6826](Cooldown : 56 Sec)[#]\nIncrease Physical Attack & Defense by 20% for 2 turns.
140	Knoll's Vigor	[#ffc24a]Knoll's Vigor[#] [#ff6826](Cooldown : 56 Sec)[#]\nIncrease Physical Attack & Defense by 25% for 2 turns.
141	Knoll's Vigor	[#ffc24a]Knoll's Vigor[#] [#ff6826](Cooldown : 56 Sec)[#]\nIncrease Physical Attack & Defense by 30% for 2 turns.
145	Lethal Shot	[#ffc24a]Lethal Shot[#] [#ff6826](Cooldown : 56 Sec)[#]\nAttack an enemy with 130% Physical Attack.\nBlind the target at a certain rate for 2 turns.
146	Lethal Shot	[#ffc24a]Lethal Shot[#] [#ff6826](Cooldown : 56 Sec)[#]\nAttack an enemy with 140% Physical Attack.\nBlind the target at a certain rate for 2 turns.
147	Lethal Shot	[#ffc24a]Lethal Shot[#] [#ff6826](Cooldown : 56 Sec)[#]\nAttack an enemy with 150% Physical Attack.\nBlind the target at a certain rate for 2 turns.
148	Double Target	[#ffc24a]Double Target[#] [#ff6826](Cooldown : 66 Sec)[#]\nAttack 2 enemies with 65% Physical Attack.
149	Double Target	[#ffc24a]Double Target[#] [#ff6826](Cooldown : 66 Sec)[#]\nAttack 2 enemies with 70% Physical Attack.
150	Double Target	[#ffc24a]Double Target[#] [#ff6826](Cooldown : 66 Sec)[#]\nAttack 2 enemies with 75% Physical Attack.
154	Spirit Drain	[#ffc24a]Spirit Drain[#] [#ff6826](Cooldown : 60 Sec)[#]\nAttack an enemy with 130% Magic Attack.\nLife Steal 60% of the dealt Damage.
155	Spirit Drain	[#ffc24a]Spirit Drain[#] [#ff6826](Cooldown : 60 Sec)[#]\nAttack an enemy with 140% Magic Attack.\nLife Steal 70% of the dealt Damage.
156	Spirit Drain	[#ffc24a]Spirit Drain[#] [#ff6826](Cooldown : 60 Sec)[#]\nAttack an enemy with 150% Magic Attack.\nLife Steal 80% of the dealt Damage.
157	Magic Orb	[#ffc24a]Magic Orb[#] [#ff6826](Cooldown : 70 Sec)[#]\nAttack all enemies with 55% Magic Attack.\nSilence one target or more at a certain rate for 2 turns.
158	Magic Orb	[#ffc24a]Magic Orb[#] [#ff6826](Cooldown : 70 Sec)[#]\nAttack all enemies with 60% Magic Attack.\nSilence one target or more at a certain rate for 2 turns.
159	Magic Orb	[#ffc24a]Magic Orb[#] [#ff6826](Cooldown : 70 Sec)[#]\nAttack all enemies with 65% Magic Attack.\nSilence one target or more at a certain rate for 2 turns.
162	Fox Charm	[#ffc24a]Fox Charm[#] [#ff6826](Unique Passive Effect)[#]\nDecrease all enemies' Defense by 25%.
163	Rollin'!	[#ffc24a]Rollin'![#] [#ff6826](Cooldown : 48 Sec)[#]\nAttack an enemy with 130% Physical Attack.\nBlind the target at a certain rate for 2 turns.
164	Rollin'!	[#ffc24a]Rollin'![#] [#ff6826](Cooldown : 48 Sec)[#]\nAttack an enemy with 140% Physical Attack.\nBlind the target at a certain rate for 2 turns.
165	Rollin'!	[#ffc24a]Rollin'![#] [#ff6826](Cooldown : 48 Sec)[#]\nAttack an enemy with 150% Physical Attack.\nBlind the target at a certain rate for 2 turns.
166	Spiked Shield	[#ffc24a]Spiked Shield[#] [#ff6826](Cooldown : 58 Sec)[#]\nIncrease all allies' Defense by 20% for 2 turns.
167	Spiked Shield	[#ffc24a]Spiked Shield[#] [#ff6826](Cooldown : 58 Sec)[#]\nIncrease all allies' Defense by 25% for 2 turns.
168	Spiked Shield	[#ffc24a]Spiked Shield[#] [#ff6826](Cooldown : 58 Sec)[#]\nIncrease all allies' Defense by 30% for 2 turns.
172	Pierce	[#ffc24a]Pierce[#] [#ff6826](Cooldown : 48 Sec)[#]\nAttack an enemy with 130% Physical Attack.\nBlind the target at a certain rate for 2 turns.
173	Pierce	[#ffc24a]Pierce[#] [#ff6826](Cooldown : 48 Sec)[#]\nAttack an enemy with 140% Physical Attack.\nBlind the target at a certain rate for 2 turns.
174	Pierce	[#ffc24a]Pierce[#] [#ff6826](Cooldown : 48 Sec)[#]\nAttack an enemy with 150% Physical Attack.\nBlind the target at a certain rate for 2 turns.
175	Green Shield	[#ffc24a]Green Shield[#] [#ff6826](Cooldown : 48 Sec)[#]\nIncrease Defense by 50% for 2 turns.
176	Green Shield	[#ffc24a]Green Shield[#] [#ff6826](Cooldown : 48 Sec)[#]\nIncrease Defense by 55% for 2 turns.
177	Green Shield	[#ffc24a]Green Shield[#] [#ff6826](Cooldown : 48 Sec)[#]\nIncrease Defense by 60% for 2 turns.
181	Slaughter	[#ffc24a]Slaughter[#] [#ff6826](Cooldown : 64 Sec)[#]\nAttack an enemy with 150% Physical Attack.\nDecrease target's Defense by 60% at a certain rate for 2 turns.
182	Slaughter	[#ffc24a]Slaughter[#] [#ff6826](Cooldown : 64 Sec)[#]\nAttack an enemy with 160% Physical Attack.\nDecrease target's Defense by 65% at a certain rate for 2 turns.
183	Slaughter	[#ffc24a]Slaughter[#] [#ff6826](Cooldown : 64 Sec)[#]\nAttack an enemy with 170% Physical Attack.\nDecrease target's Defense by 70% at a certain rate for 2 turns.
184	Lion's Roar	[#ffc24a]Lion's Roar[#] [#ff6826](Cooldown : 70 Sec)[#]\nAttack all enemies with 60% Physical Attack.\nDecrease Damage for one target or more by 20% at a certain rate for 2 turns.
185	Lion's Roar	[#ffc24a]Lion's Roar[#] [#ff6826](Cooldown : 70 Sec)[#]\nAttack all enemies with 65% Physical Attack.\nDecrease Damage for one target or more by 25% at a certain rate for 2 turns.
186	Lion's Roar	[#ffc24a]Lion's Roar[#] [#ff6826](Cooldown : 70 Sec)[#]\nAttack all enemies with 70% Physical Attack.\nDecrease Damage for one target or more by 30% at a certain rate for 2 turns.
188	Beastial Volition	[#ffc24a]Beastial Volition[#] [#ff6826](Unique Passive Effect)[#]\nRevive once with 25% HP.
189	Beastial Volition	[#ffc24a]Beastial Volition[#] [#ff6826](Unique Passive Effect)[#]\nRevive once with 30% HP.
190	Zombie Swing	[#ffc24a]Zombie Swing[#] [#ff6826](Cooldown : 48 Sec)[#]\nAttack an enemy with 150% Physical Attack.
191	Zombie Swing	[#ffc24a]Zombie Swing[#] [#ff6826](Cooldown : 48 Sec)[#]\nAttack an enemy with 160% Physical Attack.
192	Zombie Swing	[#ffc24a]Zombie Swing[#] [#ff6826](Cooldown : 48 Sec)[#]\nAttack an enemy with 170% Physical Attack.
193	Stiffen	[#ffc24a]Stiffen[#] [#ff6826](Cooldown : 58 Sec)[#]\nIncrease Defense by 50% for 2 turns.
194	Stiffen	[#ffc24a]Stiffen[#] [#ff6826](Cooldown : 58 Sec)[#]\nIncrease Defense by 55% for 2 turns.
195	Stiffen	[#ffc24a]Stiffen[#] [#ff6826](Cooldown : 58 Sec)[#]\nIncrease Defense by 60% for 2 turns.
199	Precise Slash	[#ffc24a]Precise Slash[#] [#ff6826](Cooldown : 58 Sec)[#]\nAttack an enemy with 130% Physical Attack.\nBlind the target for 2 turns at a certain rate.
200	Precise Slash	[#ffc24a]Precise Slash[#] [#ff6826](Cooldown : 58 Sec)[#]\nAttack an enemy with 140% Physical Attack.\nBlind the target for 2 turns at a certain rate.
201	Precise Slash	[#ffc24a]Precise Slash[#] [#ff6826](Cooldown : 58 Sec)[#]\nAttack an enemy with 150% Physical Attack.\nBlind the target for 2 turns at a certain rate.
202	Morale Boost	[#ffc24a]Morale Boost[#] [#ff6826](Cooldown : 58 Sec)[#]\nIncrease Block Rate by 50% for 2 turns.
203	Morale Boost	[#ffc24a]Morale Boost[#] [#ff6826](Cooldown : 58 Sec)[#]\nIncrease Block Rate by 55% for 2 turns.
204	Morale Boost	[#ffc24a]Morale Boost[#] [#ff6826](Cooldown : 58 Sec)[#]\nIncrease Block Rate by 60% for 2 turns.
208	Aim	[#ffc24a]Aim[#] [#ff6826](Cooldown : 48 Sec)[#]\nAttack an enemy with 150% Physical Attack.
209	Aim	[#ffc24a]Aim[#] [#ff6826](Cooldown : 48 Sec)[#]\nAttack an enemy with 160% Physical Attack.
210	Aim	[#ffc24a]Aim[#] [#ff6826](Cooldown : 48 Sec)[#]\nAttack an enemy with 170% Physical Attack.
211	Concentrate!	[#ffc24a]Concentrate![#] [#ff6826](Cooldown : 58 sec)[#]\nIncrease Critical Rate by 50% for 2 turns.
212	Concentrate!	[#ffc24a]Concentrate![#] [#ff6826](Cooldown : 58 sec)[#]\nIncrease Critical Rate by 55% for 2 turns.
213	Concentrate!	[#ffc24a]Concentrate![#] [#ff6826](Cooldown : 58 sec)[#]\nIncrease Critical Rate by 60% for 2 turns.
217	Lethal Chomp	[#ffc24a]Lethal Chomp[#] [#ff6826](Cooldown : 62 Sec)[#]\nAttack an enemy with 140% Physical Attack.\nParalyze the target at a certain rate for 2 turns.
218	Lethal Chomp	[#ffc24a]Lethal Chomp[#] [#ff6826](Cooldown : 62 Sec)[#]\nAttack an enemy with 150% Physical Attack.\nParalyze the target at a certain rate for 2 turns.
219	Lethal Chomp	[#ffc24a]Lethal Chomp[#] [#ff6826](Cooldown : 62 Sec)[#]\nAttack an enemy with 160% Physical Attack.\nParalyze the target at a certain rate for 2 turns.
220	Plague	[#ffc24a]Plague[#] [#ff6826](Cooldown : 72 Sec)[#]\nAttack all enemies with 55% Physical Attack.\nPoison one target or more with 25% Attack at a certain rate for 2 turns.
221	Plague	[#ffc24a]Plague[#] [#ff6826](Cooldown : 72 Sec)[#]\nAttack all enemies with 60% Physical Attack.\nPoison one target or more with 30% Attack at a certain rate for 2 turns.
222	Plague	[#ffc24a]Plague[#] [#ff6826](Cooldown : 72 Sec)[#]\nAttack all enemies with 65% Physical Attack.\nPoison one target or more with 35% Attack at a certain rate for 2 turns.
225	Undying Power	[#ffc24a]Undying Power[#] [#ff6826](Unique Passive Effect)[#]\nRevive once with 25% HP.
226	Death Mark	[#ffc24a]Death Mark[#] [#ff6826](Cooldown : 56 Sec)[#]\nAttack an enemy with 150% Physical Attack.\nKill the target at a certain rate after 2 turns.\n(Damage the target with 100% Attack if the target is Immune to all debuffs.)
227	Death Mark	[#ffc24a]Death Mark[#] [#ff6826](Cooldown : 56 Sec)[#]\nAttack an enemy with 160% Physical Attack.\nKill the target at a certain rate after 2 turns.\n(Damage the target with 100% Attack if the target is Immune to all debuffs.)
228	Death Mark	[#ffc24a]Death Mark[#] [#ff6826](Cooldown : 56 Sec)[#]\nAttack an enemy with 170% Physical Attack.\nKill the target at a certain rate after 2 turns.\n(Damage the target with 100% Attack if the target is Immune to all debuffs.)
229	Super Evasion	[#ffc24a]Super Evasion[#] [#ff6826](Cooldown : 66 Sec)[#]\nReduce all Physical Damage received by 50% for 2 turns.
230	Super Evasion	[#ffc24a]Super Evasion[#] [#ff6826](Cooldown : 66 Sec)[#]\nReduce all Physical Damage received by 55% for 2 turns.
231	Super Evasion	[#ffc24a]Super Evasion[#] [#ff6826](Cooldown : 66 Sec)[#]\nReduce all Physical Damage received by 60% for 2 turns.
233	Dodge	[#ffc24a]Dodge[#] [#ff6826](Unique Passive Effect)[#]\nImmune to all attacks for 1 turn.
234	Dodge	[#ffc24a]Dodge[#] [#ff6826](Unique Passive Effect)[#]\nImmune to all attacks for 2 turns.
235	Sharp Arrow	[#ffc24a]Sharp Arrow[#] [#ff6826](Cooldown : 56 Sec)[#]\nAttack an enemy with 170% Physical Attack.
236	Sharp Arrow	[#ffc24a]Sharp Arrow[#] [#ff6826](Cooldown : 56 Sec)[#]\nAttack an enemy with 180% Physical Attack.
237	Sharp Arrow	[#ffc24a]Sharp Arrow[#] [#ff6826](Cooldown : 56 Sec)[#]\nAttack an enemy with 190% Physical Attack.
238	Enhanced Arrow	[#ffc24a]Enhanced Arrow[#] [#ff6826](Cooldown : 58 Sec)[#]\nIncrease Physical Attack by 30% for 2 turns.
239	Enhanced Arrow	[#ffc24a]Enhanced Arrow[#] [#ff6826](Cooldown : 58 Sec)[#]\nIncrease Physical Attack by 40% for 2 turns.
240	Enhanced Arrow	[#ffc24a]Enhanced Arrow[#] [#ff6826](Cooldown : 58 Sec)[#]\nIncrease Physical Attack by 50% for 2 turns.
242	Dodge	[#ffc24a]Dodge[#] [#ff6826](Unique Passive Effect)[#]\nImmune to all attacks for 1 turn.
243	Dodge	[#ffc24a]Dodge[#] [#ff6826](Unique Passive Effect)[#]\nImmune to all attacks for 2 turns.
244	Mana Blast	[#ffc24a]Mana Blast[#] [#ff6826](Cooldown : 66 Sec)[#]\nAttack an enemy with 150% Magic Attack.\nSilence the target at a certain rate for 2 turns.
